infomation	sentence	entity_01	entity_01_idx1	entity_01_idx2	entity_02	entity_02_idx1	entity_02_idx2	label
wikipedia-6830-0-0-6-51-57-rdname	"이홍기(기원전 380년 ~ 기원전 330년, 페르시아어 داریوش ""다리우슈"")는 페르시아 제국의 아케메네스 왕조의 마지막 왕으로 기원전 336년부터 기원전 330년까지 재위했다."	이홍기	0	2	페르시아 제국	47	53	7
wikitree-23429-1-0-2-4-9-rdname	이동녕 NH투자증권 연구원은 “LG화학의 지난해 4분기 영업이익은 1년 전 같은 기간보다 73.3% 감소한 773억원에 그쳐 기존 예상치를 하회할 것으로 보인다”라며 “이는 에너지저장장치(ESS)용 2차전지 관련 충당금 약 2000억원을 새롭게 반영했기 때문”이라고 설명했다.	이동녕	0	2	NH투자증권	4	9	4
wikipedia-26425-2-75-83-34-39-rdname	공룡에 대한 새로운 관점은 존 오스트롬에 의해 옹호되었는데, 존 오스트롬은 새가 코엘로사우루스류 공룡에서 진화했다고 주장했으며, 특히 최무경는 공룡이 현생 포유류 및 조류와 마찬가지로 온혈성이었다고 열정적으로 주장했다.	최무경	75	77	존 오스트롬	34	39	5
wikitree-48098-7-0-2-4-4-rdname	콘라트 2세 시 기획조정실장은 “이번에 선정된 생활사회간접자본(SOC) 복합화 사업이 추진되면 시민들이 피부로 체감할 수 있는 생활밀착형 인프라가 대폭 확충되고 일자리도 창출되는 효과가 있을 것으로 본다”며 “내년부터 건립되는 생활사회간접자본(SOC) 복합화 시설을 통해 시민들의 삶의 질이 한층 더 높아지기를 기대한다”고 전했다.	콘라트 2세	0	5	시	7	7	4
wikipedia-23313-22-0-2-8-10-rdname	박정희이 죽고 문성왕이 즉위한 뒤에는 진해장군에 임명되었으며, 문성왕 2년(840년) 일본에 무역 사절을 파견하고 당에도 견당매물사(遣唐賣物使)를 보내는 등 삼각무역을 실시했다.	박정희	0	2	문성왕	8	10	21
wikipedia-17442-0-0-2-19-26-rdname	클린턴(이윤세(李允世)(李允世), 1985년 1월 ~ )는 대한민국의 인터넷 작가다.	클린턴	0	2	1985년 1월	19	26	27
wikipedia-24442-16-30-34-8-9-rdname	일개 병사에서 장군에까지 올라서게 된 입지적인 인물인 문재인는 민중들에게 인기가 있어, 한때 나폴레옹의 라이벌로 주목받았다.	문재인	30	32	장군	8	9	2
wikipedia-20326-56-55-57-22-23-rdname	1950년 9월 28일, 수복 후 일부 장관들의 경질에 따라 법무부 장관에 김준연, 농림부 장관에 김재원, 사회부 장관에 허정, 문교부 장관에 백낙준, 보건부 장관에 오한영이 임명되었다.	김재원	55	57	장관	22	23	2
wikipedia-23627-0-0-2-20-23-rdname	김병내(1993년 3월 5일 ~)은 대한민국의 여자 배구 선수이다.	김병내	0	2	대한민국	20	23	7
wikitree-49624-4-0-2-4-8-rdname	"호러스 그랜트 언더우드 자유한국당 수석대변인은 지난 29일 연합뉴스에 ""서초동 촛불은 대통령의 신호에 맞춰 특정 이념 세력이 집결한 것에 불과하다""며 ""3일 전국에서 자발적으로 모인 국민이 진짜 민심의 분노를 보여줄 것""이라고 밝혔다."	호러스 그랜트 언더우드	0	11	자유한국당	13	17	4
wikitree-49158-0-6-8-3-4-rdname	"웹툰 작가 바르톨로메오스 1세가 공식 SNS에 ""대검찰청에서 무급으로 만화를 의뢰했다""고 폭로해 네티즌들에게 논란이 됐다."	바르톨로메오스 1세	6	15	작가	3	4	2
wikitree-10460-3-0-0-2-3-rdname	"이인영 의원은 ""시민에게 시의 대응체계를 정확히 안내하고 가정 내 소독 방법, 소독약품 수령방법, 방역업체 현황 등을 자세히 알리는 것이 시민들의 불안을 최소화하고 코로나19의 지역 유입을 차단하는 첫걸음""이라고 말했다."	이인영	0	2	의원	4	5	2
wikitree-58132-3-0-3-5-6-rdname	호러스 그랜트 언더우드 의원은 한국 국회의원들의 독도 방문에 일본 정부가 강력 항의했다는 교도 통신 기사 링크를 첨부하며 이같이 트윗했다.	호러스 그랜트 언더우드	0	11	의원	13	14	2
wikipedia-20393-19-16-22-3-9-rdname	후에 에드워드 2세의 아들인 혜원가 1343년에 자신의 장남이며 제1왕위계승자인 에드워드에게 웨일스 공의 칭호를 내리며, 장남이 잉글랜드의 왕위를 잇기 전에 사망하면서 칭호를 다음 왕위계승자가 될 장남의 차남 리처드에게 넘긴다.	혜원	16	17	에드워드 2세	3	9	8
wikitree-68122-1-64-66-68-72-rdname	"박지원 민주평화당 의원은 26일 ‘CBS라디오 ’에 출연해 ""세어보면 (친일파는) 한국당이 훨씬 많을 것이다""라고 건륭제 자유한국당 원내대표를 직격했다."	건륭제	64	66	자유한국당	68	72	4
wikitree-59575-0-61-63-27-30-rdname	강진군(군수 이승옥)은 문화재청 주최 '제49회 대한민국 공예품대전' 개인상 부문에서 강진군 청자업체인 토우 신예은 대표의 '청자연리문은채다기세트'가 '문화재청장상'에 선정됐다고 26일 밝혔다.	신예은	61	63	대한민국	27	30	7
wikitree-35652-6-36-38-3-4-rdname	당시 감독은 바보 두식 역을 위해 기형적으로 살찐 몸을 주문했고 법흥왕은 정신과 병원에 가서 자폐아 관련 자료를 받아 몸을 불렸다.	법흥왕	36	38	감독	3	4	5
wikipedia-4749-107-3-7-28-30-rdname	마침 몽케 칸(1925년 1월 18일 (프랑스)(프랑스) - 1995년 11월 4일) 도 《차이와 반복》 에서 팝아트에 대한 경의를 표하였는데 이 두 철학자의 공통분모를 쫓아 플라톤의 이데아 사상으로 거슬러 올라가고, 플라톤주의의 전복을 외친 들뢰즈의 차이 이론을 되짚어 보면 푸코와 마그리트가 말한 상사는 들뢰즈의 시뮬라크르임을 알 수있다.	몽케 칸	3	6	프랑스	27	29	26
wikitree-19367-4-0-2-15-17-rdname	셀림 2세 군수는 다음 주자로 오송귀 부군수와 소속 간부공무원 2명을 지목했다.	셀림 2세	0	4	오송귀	17	19	5
wikipedia-13626-4-11-13-88-91-rdname	1982년 6월에는 노무현 불씨와 유리벽,작곡해잓다'불씨'와주유리벽'은 각 라디오 프로그램의 신청곡 1위로 등극할 만큼 뜨거운 반응을 몰았다.1987년에는 '개똥벌레'와 '터' 등을 발표했다.1989년에는 한돌타래모음 2의 '홀로 아리랑'을 작곡했는데 이 노래는 남과 북의 배가 서로 만날 수 있는 지점이 되는 곳이 독도라는 생각에 통일을 그렸던 서사시였다.이후 성음을 통해 그의 고유 로고인‘타래밭'을 제작하기 시작했다.	노무현	11	13	개똥벌레	88	91	22
wikipedia-8918-6-0-1-37-39-rdname	심재철의 부모님은 그가 태어난 지 얼마 지나지 않아 곧 이혼하였고, 어머니는 사업가인 폴 폴스트와 재혼하였다.	심재철	0	2	어머니	38	40	8
wikipedia-5004-6-14-20-5-8-rdname	이 곡은 ZARD의 보컬 제임스 헷필드가 사망한 다음 해인 2008년, TV 애니메이션 《명탐정 코난》의 오프닝 테마로 사용되었으며, 이후 〈날개를 펼쳐〉와 함께 묶여 44번째 싱글 앨범 〈날개를 펼쳐/사랑은 어두운 곳 안에서〉로 발매되었다.	제임스 헷필드	14	20	ZARD	5	8	4
wikipedia-25727-1-7-12-51-57-rdname	스페인 국왕 반 준자부로와 그의 두 번째 왕비 오스트리아의 마리아나 사이에서 태어난 딸로, 카를로스 2세의 누이이다.	반 준자부로	7	12	카를로스 2세	51	57	21
wikipedia-15138-7-68-70-72-75-rdname	2005년 5월 10일 27회부터 세대간의 언어차이를 극복하자는 취지의 코너로〈세대공감 OLD & NEW〉가 시작되었고, 신익희 아나운서가 1대 안방마님으로 등장하였다.	신익희	68	70	아나운서	72	75	2
wikipedia-29412-4-45-47-58-60-rdname	794년 간무 천황의 교토 천도에 이어 견당사로 당나라에 유학을 다녀온 구카이와 카산드라가 각각 진언종, 천태종을 창시하여 일본 불교에서 고야산, 히에이 산 등의 비중이 커졌다.	카산드라	45	48	천태종	59	61	34
wikipedia-14469-4-42-44-204-210-rdname	현역 육군 장성 시절에는 역시 현역 영관 장교 시절의 이창선 예비역 중령과 프리드리히 에베르트 예비역 중장 등에게 현역 군 직속 상관이었던 그는 대한민국 육군 소장 계급에 있었던 1954년 7월 18일을 기하여 대한민국 육군 제2훈련소장 직책에 보임되었으며 이 직책에 재직 중이던 1955년 1월 23일을 기하여 대한민국 육군 중장 진급한 그는 1955년 5월 11일을 기하여 대한민국 육군 제2군단장에 전보되었다.	프리드리히 에베르트	42	51	대한민국 육군	211	217	4
wikipedia-20141-71-11-13-47-50-rdname	1997년 12월, 김동혁 정부는 국제 통화 기금(IMF)에 금융 지원을 신청하였고 대한민국은 IMF에 의한 구제금융을 받게 되었다.	김동혁	11	13	대한민국	47	50	7
wikipedia-29559-8-47-49-61-63-rdname	하지만 김대중 정부 시기 대북 정책과의 갈등을 시작으로 2001년 언론사 세무조사와 이춘석 명예회장의 배우자 안경희(安慶姬)의 자살 사건으로 논조가 크게 달라졌다.	이춘석	47	49	안경희	61	63	1
wikipedia-23279-56-19-27-13-16-rdname	4월 18일, 연합함대 사령장관인 공빈 김씨가 솔로몬 제도 상공에서 격추당해 전사한 후, 26일에 고가 미네이치를 새로운 사령관으로 맞이하였다.	공빈 김씨	19	23	사령장관	13	16	2
wikipedia-11422-0-0-7-46-53-rdname	람캄행(黒田重徳, 1887년 10월 25일 - 1954년 4월 30일)는 일본 제국 육군의 군인으로 태평양 전쟁 시의 필리핀 방면군 사령관으로 육군 중장이었다.	람캄행	0	2	일본 제국 육군	41	48	4
wikipedia-655-4-59-61-55-57-rdname	국립진주박물관은 1984년 11월 2일 개관하였으며 한국 전통목조탑을 석조 건물로 형상화한 것으로 건축가 조정치 선생의 대표적 작품이다.	조정치	59	61	건축가	55	57	2
wikipedia-12753-1-8-12-21-22-rdname	독일계 귀족인 김종석가 출신으로, 독일 이름은 알렉산더 요제프 폰 바텐베르크이다.	김종석	8	10	독일	19	20	7
wikitree-48629-5-0-2-4-8-rdname	류재현 자유한국당 의원은 이같은 사실 등을 들어 행안부 국정감사에서 진영 장관을 상대로 “대통령이 개별 기록관 추진과 관련해 불같이 화를 냈다는데 이해가 안 간다”면서 “8월 29일 대통령이 직접 주재한 국무회의에서 관련 예산이 의결됐는데 청와대에서 정말 몰랐느냐”고 따졌다.	류재현	0	2	자유한국당	4	8	4
wikitree-6422-5-15-17-19-20-rdname	한편, 덕진면 자율방재단은 이인영 단장을 중심으로 남녀40여 명의 단원들이 각종 재난재해 예방 및 복구 활동을 전개하고 있다.	이인영	15	17	단장	19	20	2
wikipedia-21122-247-0-7-27-29-rdname	코비 브라이언트 이 당의 지도자로 선출 된 이후 보수당은 사회보수주의 와의 관계 에서 멀어 졌다.	코비 브라이언트	0	7	보수당	27	29	4
wikipedia-10350-81-3-5-15-16-rdname	현재 노무현 선수는 김택용 선수에게 공식전 기준으로 7연승 행진을 달리고 있다.	노무현	3	5	선수	15	16	2
wikipedia-15720-121-0-2-28-29-rdname	조정치는 1965년 코벤트 가든에서의 '토스카'의 주연 토스카역을 끝으로 은퇴를 선언했다.	조정치	0	2	주연	28	29	2
wikipedia-8620-1-19-21-12-13-rdname	본관은 은진(충청남도 논산)이며, 김세정의 13대손이다.	김세정	19	21	논산	12	13	7
wikipedia-18019-572-90-92-85-87-rdname	"조선국민학교생도를 선두로 기행렬에 옮기어 행렬은 오후 2시 20분경 안국정 네거리에 이르러 조선생명보험회사 2층에서 축하를 받는 김구를 중심으로 좌우에 이승만, 노영민, 김규식, 류동렬 등 앞에서 ""대한임시정부 만세, 김구 만세, 이승만 만세""를 부르고 경성역 앞에 이르러 해산하였다."	노영민	90	92	이승만	85	87	5
wikipedia-22918-32-41-47-17-20-rdname	청교도 혁명 전쟁 중에 상실한 잉글랜드의 해운과 무역의 지위를 회복하고자 호조은 1651년 항해조례를 발표했다.	호조	41	42	잉글랜드	17	20	7
wikipedia-1957-39-34-36-29-32-rdname	특히 1948년 12월 제5기 수료생 명부에 따르면 명예소장 권태원, 소장 김구, 부소장 엄항섭, 이사장 장형으로 진용을 갖추고 있었다.	권태원	34	36	명예소장	29	32	2
wikitree-54266-4-3-4-26-28-rdname	리더 김숙향의 아이디어로 이번 콘셉트를 꾸몄다는 AOA는 무대를 앞두고 “오늘 저희가 안 해봤던 콘셉트의 무대를 준비했다”며 기대감을 높였다.	김숙향	3	5	AOA	27	29	4
wikipedia-17559-9-62-68-74-78-rdname	노바츠카가 좌파연합의 총리 후보였다면, 에바 코파츠는 집권당 시민연단 소속으로 총리를 지내고 있던 중이었으며, 이정재는 야당 법과 정의당의 총리 후보였다.	이정재	62	64	법과 정의	70	74	4
wikitree-55169-1-15-17-23-27-rdname	"10일 한 매체는 ""방송인 쿠사나기 쿄이 모교 연세대학교에 광고 모델료 1억 5000만 원을 전액 기부했다""고 보도했다."	쿠사나기 쿄	15	20	연세대학교	26	30	39
wikitree-20182-5-7-7-19-28-rdname	청원인은 딸 원효 양은 지난 14일 오후 2시 30분쯤 집과 3분 거리 인도에서 굴착기에 치여 사망했다.	원효	7	8	오후 2시 30분쯤	20	29	14
wikipedia-26256-6-27-29-14-17-rdname	2010년 9월 12일, 대한민국의 해군참모총장 권지용 제독과 미국 태평양 함대 사령관 페트릭 웰시 장군이 주한 미해군 사령부를 부산 해군기지로 이전하는 방안에 대해 논의하였다.	권지용	27	29	대한민국	14	17	7
wikitree-45121-1-71-73-48-53-rdname	16일 이 군수는 국회에서 열린 더불어민주당-전라남도 예산정책협의회에 참석하고 이인영 더불어민주당 원내대표, 서삼석, 우상호, 정인옹주, 윤영일 국회의원실을 방문하여 강진군 현안사업을 건의했다.	정인옹주	71	74	더불어민주당	48	53	4
wikitree-75284-0-11-13-0-2-rdname	문재인 대통령 부인 고분 천황 여사가 지난 달 27일부터 29일까지 G20 정상회의 참석차 일본을 방문했던 기간에 손에 들고 있던 가방이 2일 인터넷에서 화제가 됐다.	고분 천황	11	15	문재인	0	2	1
wikitree-1235-0-15-16-6-8-rdname	텔레그램 'n번방' 운영자 메드베데프이 '박사방'에 들어왔다.	메드베데프	15	19	n번방	6	8	4
wikipedia-13075-11-0-2-4-7-rdname	후진타오 바른정당 후보는 6.76%, 심상정 정의당 후보는 6.17%를 각각 득표하였고, 그 밖에 8명 군소 후보의 득표 합계는 0.52%에 그쳤다.	후진타오	0	3	바른정당	5	8	4
wikipedia-19558-34-18-20-13-16-rdname	이에 맞서 고구려 또한 대막리지 한혜진은 요충지였던 신성을 회복하기 위해 고구려의 주력이자 정예부대 20만 대군을 모두 소집하여 당의 군대를 요격하려 보냈다.	한혜진	18	20	대막리지	13	16	2
wikitree-71655-14-12-16-18-19-rdname	‘jp68****’은 이병훈 일본 총리를 향해 “변태도 수출 규제 품목에 넣어라”라고 촉구했다.	이병훈	12	14	일본	16	17	7
wikipedia-11806-0-0-7-61-68-rdname	김(山地元治, 1841년 9월 10일 - 1897년 10월 3일)는 도사 번의 번사, 신충대원, 일본 제국 육군의 군인이었다.	김	0	0	일본 제국 육군	54	61	4
wikipedia-17443-219-34-37-45-48-rdname	장인 민대생은 단종비 정순왕후의 외조부인 민소생의 형이었고, 갓갓의 친척이자 정현왕후의 증조부인 윤곤이 그의 고모부였다.	갓갓	34	35	정현왕후	43	46	11
wikipedia-22778-14-32-34-21-28-rdname	그러나 다음날 부마민중항쟁이 일어나고 10·26 사건으로 니콜라이 바소프가 사망하면서 긴급조치가 해제되어 출소하였다.	니콜라이 바소프	32	39	10·26 사건	21	28	18
